,zip,CAND,TRANSACTION_AMT
31821,93717,H.C.,2700
31822,93720,B.S.,25990
31823,93720,H.C.,7624
31824,93721,B.S.,1722
31825,93722,B.S.,9307
31826,93722,H.C.,1783
31827,93723,B.S.,374
31828,93723,H.C.,88
31829,93725,B.S.,160
31830,93726,B.S.,7544
31831,93726,H.C.,1030
31832,93727,B.S.,8029
31833,93727,H.C.,914
31834,93728,B.S.,6413
31835,93728,H.C.,5
31836,93729,B.S.,1594
31837,93730,B.S.,556
31838,93730,H.C.,17981
31839,93737,B.S.,10019
31840,93737,H.C.,940
31841,93738,B.S.,100
31842,93744,H.C.,70
31843,93791,B.S.,600
31844,93901,B.S.,15355
31845,93901,H.C.,12104
31846,93902,B.S.,54
31847,93905,B.S.,2205
31848,93905,H.C.,3085
31849,93906,B.S.,6702
31850,93906,H.C.,1852
31851,93907,B.S.,14893
31852,93907,H.C.,16223
31853,93908,B.S.,10372
31854,93908,H.C.,1877
31855,93910,B.S.,157
31856,93914,B.S.,100
31857,93920,B.S.,395
31858,93920,H.C.,2700
31859,93921,B.S.,10430
31860,93921,H.C.,6286
31861,93922,B.S.,6190
31862,93922,H.C.,50
31863,93923,B.S.,36300
31864,93923,H.C.,6979
31865,93924,B.S.,17726
31866,93924,H.C.,12326
31867,93925,B.S.,600
31868,93925,H.C.,200
31869,93926,B.S.,350
31870,93926,H.C.,376
31871,93927,B.S.,846
31872,93927,H.C.,495
31873,93930,B.S.,550
31874,93931,B.S.,2125
31875,93933,B.S.,9204
31876,93933,H.C.,3683
31877,93940,B.S.,60358
31878,93940,H.C.,14268
31879,93942,B.S.,3305
31880,93942,H.C.,186
31881,93943,H.C.,25
31882,93950,B.S.,36258
31883,93950,H.C.,9535
31884,93951,B.S.,500
31885,93953,B.S.,5668
31886,93953,H.C.,2735
31887,93955,B.S.,13293
31888,93955,H.C.,2195
31889,93960,B.S.,3729
31890,93960,H.C.,290
31891,93962,B.S.,97
31892,93963,B.S.,192
31893,94002,B.S.,38257
31894,94002,H.C.,70484
31895,94005,B.S.,12607
31896,94005,H.C.,3155
31897,94010,B.S.,72525
31898,94010,H.C.,490329
31899,94011,B.S.,1283
31900,94011,H.C.,5900
31901,94012,B.S.,2700
31902,94014,B.S.,21789
31903,94014,H.C.,16082
31904,94015,B.S.,29031
31905,94015,H.C.,14756
31906,94016,H.C.,233
31907,94017,B.S.,98
31908,94017,H.C.,470
31909,94018,B.S.,2259
31910,94018,H.C.,7580
31911,94019,B.S.,71044
31912,94019,H.C.,22654
31913,94020,B.S.,18373
31914,94020,H.C.,1041
31915,94021,B.S.,11610
31916,94022,B.S.,91612
31917,94022,H.C.,405935
31918,94023,B.S.,7134
31919,94023,H.C.,24950
31920,94024,B.S.,51410
31921,94024,H.C.,235890
31922,94025,B.S.,138532
31923,94025,H.C.,515679
31924,94026,B.S.,417
31925,94026,H.C.,12800
31926,94027,B.S.,22817
31927,94027,H.C.,438529
31928,94028,B.S.,47133
31929,94028,H.C.,358456
31930,94030,B.S.,16859
31931,94030,H.C.,21309
31932,94035,B.S.,2995
31933,94036,B.S.,200
31934,94037,B.S.,8618
31935,94037,H.C.,12343
31936,94038,B.S.,10712
31937,94038,H.C.,16191
31938,94039,B.S.,10252
31939,94039,H.C.,1900
31940,94040,B.S.,99167
31941,94040,H.C.,63092
31942,94041,B.S.,86390
31943,94041,H.C.,34265
31944,94042,B.S.,2760
31945,94043,B.S.,115655
31946,94043,H.C.,60572
31947,94044,B.S.,83030
31948,94044,H.C.,31271
31949,94060,B.S.,7429
31950,94060,H.C.,5613
31951,94061,B.S.,56087
31952,94061,H.C.,50030
31953,94062,B.S.,118810
31954,94062,H.C.,356513
31955,94063,B.S.,27173
31956,94063,H.C.,14702
31957,94064,B.S.,2234
31958,94064,H.C.,1500
31959,94065,B.S.,14006
31960,94065,H.C.,27904
31961,94066,B.S.,22824
31962,94066,H.C.,14819
31963,94070,B.S.,67305
31964,94070,H.C.,94145
31965,94073,B.S.,95
31966,94080,B.S.,26884
31967,94080,H.C.,15110
31968,94083,B.S.,316
31969,94085,B.S.,28832
31970,94085,H.C.,7369
31971,94086,B.S.,98171
31972,94086,H.C.,29428
31973,94087,B.S.,81213
31974,94087,H.C.,35504
31975,94088,B.S.,1570
31976,94088,H.C.,20
31977,94089,B.S.,21915
31978,94089,H.C.,7652
31979,94102,B.S.,83699
31980,94102,H.C.,68977
31981,94103,B.S.,123029
31982,94103,H.C.,119644
31983,94104,B.S.,22922
31984,94104,H.C.,77777
31985,94105,B.S.,32071
31986,94105,H.C.,162573
31987,94107,B.S.,201707
31988,94107,H.C.,277161
31989,94108,B.S.,20858
31990,94108,H.C.,75122
31991,94109,B.S.,200109
31992,94109,H.C.,307299
31993,94110,B.S.,510135
31994,94110,H.C.,289085
31995,94111,B.S.,29627
31996,94111,H.C.,163893
31997,94112,B.S.,82603
31998,94112,H.C.,31551
31999,94113,B.S.,230
32000,94114,B.S.,352074
32001,94114,H.C.,508485
32002,94115,B.S.,146842
32003,94115,H.C.,466829
32004,94116,B.S.,75801
32005,94116,H.C.,84146
32006,94117,B.S.,348938
32007,94117,H.C.,222496
32008,94118,B.S.,181198
32009,94118,H.C.,448914
32010,94119,B.S.,1493
32011,94119,H.C.,11950
32012,94120,B.S.,2000
32013,94120,H.C.,225
32014,94121,B.S.,100576
32015,94121,H.C.,170575
32016,94122,B.S.,199960
32017,94122,H.C.,96516
32018,94123,B.S.,69365
32019,94123,H.C.,329755
32020,94124,B.S.,30084
32021,94124,H.C.,19102
32022,94126,B.S.,3968
32023,94126,H.C.,200
32024,94127,B.S.,84307
32025,94127,H.C.,165416
32026,94128,B.S.,1050
32027,94128,H.C.,100
32028,94129,B.S.,26095
32029,94129,H.C.,43256
32030,94130,B.S.,2444
32031,94130,H.C.,475
32032,94131,B.S.,146609
32033,94131,H.C.,257100
32034,94132,B.S.,42415
32035,94132,H.C.,15383
32036,94133,B.S.,124885
32037,94133,H.C.,167201
32038,94134,B.S.,29023
32039,94134,H.C.,20846
32040,94140,B.S.,1921
32041,94141,B.S.,1918
32042,94141,H.C.,1000
32043,94142,B.S.,300
32044,94143,H.C.,160
32045,94146,B.S.,6909
32046,94146,H.C.,4650
32047,94147,B.S.,1197
32048,94147,H.C.,4950
32049,94158,B.S.,12488
32050,94158,H.C.,33700
32051,94159,B.S.,2516
32052,94159,H.C.,5685
32053,94164,B.S.,2041
32054,94172,B.S.,600
32055,94188,B.S.,18
32056,94223,B.S.,200
32057,94230,B.S.,74
32058,94277,B.S.,37
32059,94301,B.S.,147702
32060,94301,H.C.,613327
32061,94302,B.S.,6625
32062,94302,H.C.,8221
32063,94303,B.S.,93106
32064,94303,H.C.,211325
32065,94304,B.S.,9745
32066,94304,H.C.,31251
32067,94305,B.S.,35371
32068,94305,H.C.,103530
32069,94306,B.S.,162906
32070,94306,H.C.,202459
32071,94309,B.S.,3165
32072,94309,H.C.,3520
32073,94401,B.S.,27136
32074,94401,H.C.,23437
32075,94402,B.S.,43737
32076,94402,H.C.,128553
32077,94403,B.S.,63533
32078,94403,H.C.,41159
32079,94404,B.S.,50023
32080,94404,H.C.,30754
32081,94410,B.S.,27
32082,94501,B.S.,160801
32083,94501,H.C.,66287
32084,94502,B.S.,27833
32085,94502,H.C.,13488
32086,94503,B.S.,2645
32087,94503,H.C.,1722
32088,94505,B.S.,3815
32089,94505,H.C.,420
32090,94506,B.S.,14682
32091,94506,H.C.,82498
32092,94507,B.S.,12729
32093,94507,H.C.,60567
32094,94508,B.S.,11252
32095,94508,H.C.,3450
32096,94509,B.S.,24775
32097,94509,H.C.,734
32098,94510,B.S.,36600
32099,94510,H.C.,16812
32100,94511,B.S.,60
32101,94513,B.S.,15418
32102,94513,H.C.,3794
32103,94515,B.S.,15836
32104,94515,H.C.,11108
32105,94516,B.S.,530
32106,94517,B.S.,19711
32107,94517,H.C.,11564
32108,94518,B.S.,25096
32109,94518,H.C.,14720
32110,94519,B.S.,7745
32111,94519,H.C.,1241
32112,94520,B.S.,33118
32113,94520,H.C.,3110
32114,94521,B.S.,20449
32115,94521,H.C.,5027
32116,94523,B.S.,64142
32117,94523,H.C.,12356
32118,94525,B.S.,3522
32119,94525,H.C.,212
32120,94526,B.S.,77513
32121,94526,H.C.,30937
32122,94528,B.S.,838
32123,94528,H.C.,5574
32124,94529,B.S.,782
32125,94530,B.S.,126894
32126,94530,H.C.,24793
32127,94531,B.S.,9048
32128,94531,H.C.,693
32129,94533,B.S.,9340
32130,94533,H.C.,1965
32131,94534,B.S.,12232
32132,94534,H.C.,4405
32133,94535,B.S.,105
32134,94536,B.S.,48138
32135,94536,H.C.,39914
32136,94538,B.S.,27414
32137,94538,H.C.,39537
32138,94539,B.S.,22166
32139,94539,H.C.,103052
32140,94540,H.C.,500
32141,94541,B.S.,26291
32142,94541,H.C.,4818
32143,94542,B.S.,11678
32144,94542,H.C.,12550
32145,94544,B.S.,19165
32146,94544,H.C.,11674
32147,94545,B.S.,6395
32148,94545,H.C.,145
32149,94546,B.S.,42665
32150,94546,H.C.,3066
32151,94547,B.S.,10527
32152,94547,H.C.,16341
32153,94548,B.S.,600
32154,94549,B.S.,91352
32155,94549,H.C.,119608
32156,94550,B.S.,56361
32157,94550,H.C.,28262
32158,94551,B.S.,15863
32159,94551,H.C.,5048
32160,94552,B.S.,11012
32161,94552,H.C.,7950
32162,94553,B.S.,77286
32163,94553,H.C.,10846
32164,94555,B.S.,8450
32165,94555,H.C.,15760
32166,94556,B.S.,33005
32167,94556,H.C.,60679
32168,94558,B.S.,98470
32169,94558,H.C.,64934
32170,94559,B.S.,26090
32171,94559,H.C.,15558
32172,94560,B.S.,26910
32173,94560,H.C.,16505
32174,94561,B.S.,7502
32175,94561,H.C.,559
32176,94562,B.S.,339
32177,94562,H.C.,5400
32178,94563,B.S.,32505
32179,94563,H.C.,189296
32180,94564,B.S.,27828
32181,94564,H.C.,1430
32182,94565,B.S.,14897
32183,94565,H.C.,1548
32184,94566,B.S.,58141
32185,94566,H.C.,59279
32186,94567,B.S.,152
32187,94567,H.C.,2700
32188,94568,B.S.,30622
32189,94568,H.C.,36629
32190,94569,B.S.,6249
32191,94569,H.C.,500
32192,94570,B.S.,1446
32193,94570,H.C.,300
32194,94571,B.S.,14962
32195,94571,H.C.,1468
32196,94572,B.S.,899
32197,94572,H.C.,1025
32198,94573,B.S.,6057
32199,94573,H.C.,27500
32200,94574,B.S.,6928
32201,94574,H.C.,77440
32202,94577,B.S.,37101
32203,94577,H.C.,16287
32204,94578,B.S.,15789
32205,94578,H.C.,716
32206,94579,B.S.,13625
32207,94579,H.C.,1125
32208,94580,B.S.,10993
32209,94580,H.C.,7521
32210,94581,B.S.,2163
32211,94581,H.C.,5550
32212,94582,B.S.,8044
32213,94582,H.C.,18163
32214,94583,B.S.,26604
32215,94583,H.C.,3780
32216,94585,B.S.,3176
32217,94585,H.C.,396
32218,94586,B.S.,2105
32219,94587,B.S.,25334
32220,94587,H.C.,35899
32221,94588,B.S.,29013
32222,94588,H.C.,15233
32223,94589,B.S.,5214
32224,94589,H.C.,5729
32225,94590,B.S.,24823
32226,94590,H.C.,6836
32227,94591,B.S.,27706
32228,94591,H.C.,8977
32229,94592,B.S.,13246
32230,94592,H.C.,325
32231,94595,B.S.,40313
32232,94595,H.C.,42707
32233,94596,B.S.,54154
32234,94596,H.C.,23848
32235,94597,B.S.,44023
32236,94597,H.C.,15999
32237,94598,B.S.,40256
32238,94598,H.C.,23995
32239,94599,B.S.,8023
32240,94599,H.C.,14425
32241,94601,B.S.,42226
32242,94601,H.C.,1315
32243,94602,B.S.,100361
32244,94602,H.C.,78433
32245,94603,B.S.,471
32246,94603,H.C.,574
32247,94604,B.S.,1500
32248,94604,H.C.,50
32249,94605,B.S.,62615
32250,94605,H.C.,20347
32251,94606,B.S.,48020
32252,94606,H.C.,13421
32253,94607,B.S.,107514
32254,94607,H.C.,29675
32255,94608,B.S.,122929
32256,94608,H.C.,45013
32257,94609,B.S.,126966
32258,94609,H.C.,17761
32259,94610,B.S.,173081
32260,94610,H.C.,124804
32261,94611,B.S.,267379
32262,94611,H.C.,419021
32263,94612,B.S.,67993
32264,94612,H.C.,42227
32265,94613,B.S.,57
32266,94613,H.C.,1000
32267,94614,H.C.,85
32268,94617,B.S.,250
32269,94618,B.S.,143986
32270,94618,H.C.,118990
32271,94619,B.S.,55581
32272,94619,H.C.,49781
32273,94620,B.S.,637
32274,94620,H.C.,5450
32275,94621,B.S.,1514
32276,94621,H.C.,819
32277,94622,B.S.,100
32278,94623,B.S.,27
32279,94631,H.C.,2700
32280,94662,B.S.,1239
32281,94662,H.C.,2700
32282,94686,B.S.,659
32283,94700,B.S.,54
32284,94701,B.S.,10768
32285,94702,B.S.,138366
32286,94702,H.C.,24894
32287,94703,B.S.,211460
32288,94703,H.C.,28164
32289,94704,B.S.,89930
32290,94704,H.C.,21281
32291,94705,B.S.,168245
32292,94705,H.C.,264699
32293,94706,B.S.,77292
32294,94706,H.C.,26734
32295,94707,B.S.,188968
32296,94707,H.C.,156516
32297,94708,B.S.,168001
32298,94708,H.C.,119816
32299,94709,B.S.,102751
32300,94709,H.C.,22081
32301,94710,B.S.,51746
32302,94710,H.C.,18006
32303,94712,B.S.,847
32304,94720,B.S.,3732
32305,94794,B.S.,36
32306,94796,B.S.,382
32307,94801,B.S.,32891
32308,94801,H.C.,9184
32309,94802,B.S.,1695
32310,94803,B.S.,47580
32311,94803,H.C.,9699
32312,94804,B.S.,45912
32313,94804,H.C.,18528
32314,94805,B.S.,30847
32315,94805,H.C.,4923
32316,94806,B.S.,20247
32317,94806,H.C.,2270
32318,94807,H.C.,100
32319,94808,B.S.,342
32320,94820,H.C.,250
32321,94831,B.S.,250
32322,94901,B.S.,112779
32323,94901,H.C.,90545
32324,94903,B.S.,71202
32325,94903,H.C.,62369
32326,94904,B.S.,43369
32327,94904,H.C.,111793
32328,94912,B.S.,7490
32329,94912,H.C.,466
32330,94913,B.S.,350
32331,94913,H.C.,100
32332,94914,B.S.,340
32333,94914,H.C.,160
32334,94915,B.S.,9202
32335,94915,H.C.,1000
32336,94920,B.S.,77295
32337,94920,H.C.,387580
32338,94922,B.S.,2072
32339,94923,B.S.,9235
32340,94923,H.C.,1394
32341,94924,B.S.,15672
32342,94924,H.C.,1250
32343,94925,B.S.,20670
32344,94925,H.C.,54197
32345,94927,B.S.,632
32346,94928,B.S.,23528
32347,94928,H.C.,4243
32348,94929,H.C.,100
32349,94930,B.S.,54790
32350,94930,H.C.,14046
32351,94931,B.S.,25960
32352,94931,H.C.,6767
32353,94933,B.S.,2611
32354,94933,H.C.,89
32355,94937,B.S.,25266
32356,94937,H.C.,1500
32357,94938,B.S.,6598
32358,94939,B.S.,42869
32359,94939,H.C.,87589
32360,94940,B.S.,100
32361,94941,B.S.,186208
32362,94941,H.C.,241164
32363,94942,B.S.,11308
32364,94942,H.C.,500
32365,94945,B.S.,25909
32366,94945,H.C.,10866
32367,94946,B.S.,12744
32368,94946,H.C.,1710
32369,94947,B.S.,29219
32370,94947,H.C.,15998
32371,94948,B.S.,4165
32372,94948,H.C.,6400
32373,94949,B.S.,30602
32374,94949,H.C.,16148
32375,94950,B.S.,137
32376,94951,B.S.,23921
32377,94951,H.C.,530
32378,94952,B.S.,88408
32379,94952,H.C.,32174
32380,94953,B.S.,1779
32381,94953,H.C.,650
32382,94954,B.S.,40815
32383,94954,H.C.,5854
32384,94955,B.S.,2750
32385,94955,H.C.,951
32386,94956,B.S.,28612
32387,94956,H.C.,2593
32388,94957,B.S.,9632
32389,94957,H.C.,38926
32390,94960,B.S.,68134
32391,94960,H.C.,65118
32392,94963,B.S.,3742
32393,94963,H.C.,100
32394,94964,B.S.,1640
32395,94964,H.C.,300
32396,94965,B.S.,99715
32397,94965,H.C.,84892
32398,94966,B.S.,5042
32399,94966,H.C.,1275
32400,94969,B.S.,1000
32401,94970,B.S.,3777
32402,94970,H.C.,3450
32403,94971,B.S.,1326
32404,94972,B.S.,1219
32405,94973,B.S.,18089
32406,94973,H.C.,3425
32407,94975,B.S.,2061
32408,94976,B.S.,800
32409,94976,H.C.,825
32410,94977,B.S.,27
32411,94977,H.C.,1603
32412,94978,B.S.,9149
32413,94978,H.C.,5543
32414,94979,B.S.,511
32415,94979,H.C.,200
32416,94991,B.S.,139
32417,94997,B.S.,500
32418,95001,B.S.,5360
32419,95001,H.C.,5900
32420,95002,B.S.,3992
32421,95002,H.C.,54
32422,95003,B.S.,50042
32423,95003,H.C.,13949
32424,95004,B.S.,9827
32425,95004,H.C.,50
32426,95005,B.S.,7328
32427,95005,H.C.,960
32428,95006,B.S.,39904
32429,95006,H.C.,1113
32430,95007,B.S.,2188
32431,95008,B.S.,49628
32432,95008,H.C.,33022
32433,95009,B.S.,542
32434,95009,H.C.,11100
32435,95010,B.S.,26840
32436,95010,H.C.,4938
32437,95011,B.S.,1235
32438,95011,H.C.,665
32439,95012,B.S.,1368
32440,95012,H.C.,1840
32441,95014,B.S.,93282
32442,95014,H.C.,80922
32443,95015,B.S.,2278
32444,95015,H.C.,3200
32445,95017,B.S.,2742
32446,95017,H.C.,368
32447,95018,B.S.,51914
32448,95018,H.C.,1024
32449,95019,B.S.,1835
32450,95019,H.C.,15
32451,95020,B.S.,24952
32452,95020,H.C.,16066
32453,95021,B.S.,368
32454,95023,B.S.,27910
32455,95023,H.C.,1720
32456,95024,B.S.,1050
32457,95024,H.C.,63
32458,95028,B.S.,1100
32459,95030,B.S.,56633
32460,95030,H.C.,78771
32461,95031,B.S.,1250
32462,95031,H.C.,2149
32463,95032,B.S.,47924
32464,95032,H.C.,55795
32465,95033,B.S.,23685
32466,95033,H.C.,14722
32467,95035,B.S.,29782
32468,95035,H.C.,17011
32469,95037,B.S.,34094
32470,95037,H.C.,12096
32471,95038,B.S.,508
32472,95038,H.C.,175
32473,95039,B.S.,367
32474,95042,B.S.,250
32475,95044,H.C.,75
32476,95045,B.S.,9424
32477,95045,H.C.,1488
32478,95046,B.S.,2992
32479,95046,H.C.,50
32480,95050,B.S.,49112
32481,95050,H.C.,6914
32482,95051,B.S.,53528
32483,95051,H.C.,5003
32484,95054,B.S.,18819
32485,95054,H.C.,8606
32486,95055,B.S.,148
32487,95060,B.S.,240991
32488,95060,H.C.,38123
32489,95061,B.S.,15587
32490,95061,H.C.,875
32491,95062,B.S.,177419
32492,95062,H.C.,24030
32493,95063,B.S.,3245
32494,95063,H.C.,1137
32495,95064,B.S.,801
32496,95064,H.C.,5600
32497,95065,B.S.,19478
32498,95065,H.C.,3145
32499,95066,B.S.,31936
32500,95066,H.C.,2005
32501,95067,B.S.,2587
32502,95067,H.C.,250
32503,95070,B.S.,59979
32504,95070,H.C.,158928
32505,95071,B.S.,5140
32506,95073,B.S.,37632
32507,95073,H.C.,11552
32508,95076,B.S.,58253
32509,95076,H.C.,20977
32510,95077,B.S.,839
32511,95077,H.C.,55
32512,95086,B.S.,300
32513,95087,B.S.,562
32514,95093,B.S.,900
32515,95105,B.S.,75
32516,95106,H.C.,2700
32517,95108,B.S.,300
32518,95109,B.S.,130
32519,95110,B.S.,20448
32520,95110,H.C.,24135
32521,95111,B.S.,6793
32522,95111,H.C.,2904
32523,95112,B.S.,81642
32524,95112,H.C.,13772
32525,95113,B.S.,12003
32526,95113,H.C.,12500
32527,95116,B.S.,19880
32528,95116,H.C.,3418
32529,95117,B.S.,20143
32530,95117,H.C.,10289
32531,95118,B.S.,31646
32532,95118,H.C.,8886
32533,95119,B.S.,21159
32534,95119,H.C.,534
32535,95120,B.S.,32349
32536,95120,H.C.,28547
32537,95121,B.S.,6978
32538,95121,H.C.,3546
32539,95122,B.S.,15413
32540,95122,H.C.,145
32541,95123,B.S.,43414
32542,95123,H.C.,6480
32543,95124,B.S.,27192
32544,95124,H.C.,27859
32545,95125,B.S.,90305
32546,95125,H.C.,78025
32547,95126,B.S.,69736
32548,95126,H.C.,18940
32549,95127,B.S.,21983
32550,95127,H.C.,7251
32551,95128,B.S.,39219
32552,95128,H.C.,13828
32553,95129,B.S.,35070
32554,95129,H.C.,32847
32555,95130,B.S.,11545
32556,95130,H.C.,8342
32557,95131,B.S.,24330
32558,95131,H.C.,13689
32559,95132,B.S.,16083
32560,95132,H.C.,18659
32561,95133,B.S.,11144
32562,95133,H.C.,1265
32563,95134,B.S.,29740
32564,95134,H.C.,8933
32565,95135,B.S.,16446
32566,95135,H.C.,22101
32567,95136,B.S.,19736
32568,95136,H.C.,8816
32569,95138,B.S.,29610
32570,95138,H.C.,37140
32571,95139,B.S.,4799
32572,95139,H.C.,428
32573,95140,B.S.,9236
32574,95143,B.S.,212
32575,95148,B.S.,5508
32576,95148,H.C.,14248
32577,95150,B.S.,2105
32578,95152,B.S.,75
32579,95153,B.S.,466
32580,95153,H.C.,100
32581,95154,B.S.,304
32582,95155,B.S.,124
32583,95156,H.C.,430
32584,95158,B.S.,295
32585,95159,B.S.,1950
32586,95159,H.C.,525
32587,95161,B.S.,1669
32588,95164,B.S.,250
32589,95164,H.C.,400
32590,95170,B.S.,1620
32591,95202,B.S.,4150
32592,95202,H.C.,12
32593,95203,B.S.,2770
32594,95203,H.C.,1463
32595,95204,B.S.,9545
32596,95204,H.C.,1925
32597,95205,B.S.,1774
32598,95205,H.C.,4
32599,95206,B.S.,841
32600,95206,H.C.,1343
32601,95207,B.S.,6625
32602,95207,H.C.,6774
32603,95209,B.S.,12119
32604,95209,H.C.,1515
32605,95210,B.S.,2182
32606,95212,B.S.,7572
32607,95212,H.C.,1361
32608,95213,H.C.,2700
32609,95215,B.S.,1918
32610,95219,B.S.,7168
32611,95219,H.C.,5283
32612,95220,B.S.,1209
32613,95221,B.S.,127
32614,95222,B.S.,2236
32615,95222,H.C.,50
32616,95223,B.S.,1455
32617,95223,H.C.,1115
32618,95227,B.S.,1600
32619,95228,B.S.,4037
32620,95228,H.C.,1034
32621,95233,B.S.,15
32622,95233,H.C.,124
32623,95236,B.S.,2059
32624,95236,H.C.,500
32625,95237,B.S.,327
32626,95240,B.S.,10557
32627,95240,H.C.,994
32628,95242,B.S.,8915
32629,95242,H.C.,3346
32630,95245,B.S.,853
32631,95246,B.S.,1974
32632,95246,H.C.,1349
32633,95247,B.S.,7167
32634,95247,H.C.,350
32635,95248,B.S.,250
32636,95249,B.S.,2484
32637,95252,B.S.,1843
32638,95252,H.C.,60
32639,95255,B.S.,3975
32640,95258,B.S.,163
32641,95258,H.C.,83
32642,95301,B.S.,7838
32643,95301,H.C.,5485
32644,95304,B.S.,445
32645,95304,H.C.,6028
32646,95305,B.S.,7663
32647,95306,B.S.,562
32648,95307,B.S.,2843
32649,95307,H.C.,600
32650,95310,B.S.,1031
32651,95310,H.C.,25
32652,95311,B.S.,2052
32653,95312,B.S.,5437
32654,95314,B.S.,200
32655,95315,B.S.,497
32656,95316,B.S.,1118
32657,95318,B.S.,204
32658,95320,B.S.,339
32659,95320,H.C.,526
32660,95321,B.S.,2155
32661,95322,B.S.,1965
32662,95322,H.C.,350
32663,95324,B.S.,1307
32664,95324,H.C.,100
32665,95326,B.S.,1765
32666,95326,H.C.,2900
32667,95327,B.S.,6102
32668,95327,H.C.,394
32669,95328,B.S.,109
32670,95329,B.S.,27
32671,95330,B.S.,2049
32672,95330,H.C.,300
32673,95333,H.C.,454
32674,95334,B.S.,255
32675,95336,B.S.,5547
32676,95336,H.C.,985
32677,95337,B.S.,464
32678,95337,H.C.,2731
32679,95338,B.S.,12830
32680,95338,H.C.,725
32681,95340,B.S.,13139
32682,95340,H.C.,2316
32683,95341,B.S.,573
32684,95341,H.C.,147
32685,95344,B.S.,124
32686,95344,H.C.,514
32687,95345,B.S.,1723
32688,95346,B.S.,200
32689,95348,B.S.,4089
32690,95348,H.C.,741
32691,95350,B.S.,12190
32692,95350,H.C.,1481
32693,95351,B.S.,2208
32694,95351,H.C.,3130
32695,95352,H.C.,425
32696,95353,B.S.,100
32697,95353,H.C.,325
32698,95354,B.S.,8567
32699,95354,H.C.,653
32700,95355,B.S.,11757
32701,95355,H.C.,1341
32702,95356,B.S.,3568
32703,95356,H.C.,3597
32704,95357,B.S.,885
32705,95357,H.C.,160
32706,95358,B.S.,1286
32707,95358,H.C.,286
32708,95360,B.S.,1827
32709,95361,B.S.,4812
32710,95361,H.C.,1245
32711,95363,B.S.,2134
32712,95363,H.C.,494
32713,95364,B.S.,324
32714,95366,B.S.,11750
32715,95366,H.C.,200
32716,95367,B.S.,7938
32717,95368,B.S.,8330
32718,95368,H.C.,180
32719,95370,B.S.,19765
32720,95370,H.C.,1044
32721,95372,B.S.,20
32722,95372,H.C.,75
32723,95374,B.S.,127
32724,95374,H.C.,435
32725,95376,B.S.,7446
32726,95376,H.C.,4274
32727,95377,B.S.,5099
32728,95377,H.C.,1312
32729,95378,B.S.,351
32730,95379,B.S.,1971
32731,95379,H.C.,25
32732,95380,B.S.,3803
32733,95380,H.C.,516
32734,95381,B.S.,264
32735,95382,B.S.,11015
32736,95382,H.C.,1002
32737,95383,B.S.,4534
32738,95383,H.C.,1150
32739,95386,B.S.,702
32740,95388,B.S.,669
32741,95389,B.S.,2250
32742,95391,B.S.,3202
32743,95391,H.C.,8305
32744,95401,B.S.,45909
32745,95401,H.C.,4393
32746,95402,B.S.,4767
32747,95402,H.C.,3050
32748,95403,B.S.,61759
32749,95403,H.C.,19120
32750,95404,B.S.,80000
32751,95404,H.C.,8316
32752,95405,B.S.,31583
32753,95405,H.C.,5824
32754,95406,B.S.,740
32755,95406,H.C.,54
32756,95407,B.S.,37216
32757,95407,H.C.,254
32758,95409,B.S.,78189
32759,95409,H.C.,17299
32760,95410,B.S.,4094
32761,95410,H.C.,800
32762,95412,B.S.,2555
32763,95415,B.S.,4850
32764,95415,H.C.,1410
32765,95417,B.S.,4421
32766,95419,B.S.,54
32767,95420,B.S.,396
32768,95421,B.S.,13672
32769,95421,H.C.,1000
32770,95422,B.S.,7409
32771,95423,B.S.,1478
32772,95423,H.C.,377
32773,95424,H.C.,98
32774,95425,B.S.,9697
32775,95425,H.C.,2162
32776,95426,B.S.,2071
32777,95426,H.C.,214
32778,95427,B.S.,1039
32779,95428,B.S.,5231
32780,95432,B.S.,8042
32781,95435,B.S.,94
32782,95436,B.S.,28326
32783,95436,H.C.,1975
32784,95437,B.S.,38314
32785,95437,H.C.,3215
32786,95439,B.S.,600
32787,95439,H.C.,250
32788,95441,B.S.,5558
32789,95441,H.C.,1325
32790,95442,B.S.,18970
32791,95442,H.C.,7900
32792,95444,B.S.,4095
32793,95445,B.S.,14392
32794,95445,H.C.,3365
32795,95446,B.S.,17451
32796,95446,H.C.,1845
32797,95448,B.S.,56432
32798,95448,H.C.,49437
32799,95449,B.S.,2091
32800,95449,H.C.,263
32801,95450,B.S.,1413
32802,95451,B.S.,10812
32803,95451,H.C.,1937
32804,95452,B.S.,655
32805,95452,H.C.,3175
32806,95453,B.S.,15873
32807,95453,H.C.,6200
32808,95454,B.S.,17539
32809,95454,H.C.,1000
32810,95456,B.S.,5019
32811,95456,H.C.,300
32812,95457,B.S.,2729
32813,95457,H.C.,500
32814,95458,B.S.,3211
32815,95458,H.C.,1260
32816,95459,B.S.,600
32817,95460,B.S.,19663
32818,95460,H.C.,2375
32819,95461,B.S.,5732
32820,95461,H.C.,415
32821,95462,B.S.,3701
32822,95462,H.C.,500
32823,95463,B.S.,3482
32824,95464,B.S.,1195
32825,95465,B.S.,11347
32826,95465,H.C.,1000
32827,95466,B.S.,4904
32828,95466,H.C.,577
32829,95467,B.S.,2039
32830,95467,H.C.,160
32831,95468,B.S.,11312
32832,95469,B.S.,11839
32833,95470,B.S.,9537
32834,95470,H.C.,115
32835,95471,B.S.,300
