,zip,CAND,TRANSACTION_AMT
8474,19543,B.S.,150
8475,19543,H.C.,2318
8476,19547,B.S.,2330
8477,19547,H.C.,1700
8478,19550,B.S.,352
8479,19551,B.S.,435
8480,19560,B.S.,532
8481,19560,H.C.,288
8482,19562,H.C.,250
8483,19565,B.S.,4036
8484,19565,H.C.,450
8485,19567,B.S.,207
8486,19601,B.S.,4902
8487,19601,H.C.,5860
8488,19602,B.S.,434
8489,19602,H.C.,3458
8490,19604,B.S.,557
8491,19604,H.C.,164
8492,19605,B.S.,5773
8493,19605,H.C.,186
8494,19606,B.S.,9307
8495,19606,H.C.,899
8496,19607,B.S.,1708
8497,19607,H.C.,111
8498,19608,B.S.,3665
8499,19608,H.C.,3565
8500,19609,B.S.,3863
8501,19609,H.C.,393
8502,19610,B.S.,7014
8503,19610,H.C.,2455
8504,19611,B.S.,6085
8505,19612,H.C.,1950
8506,19701,B.S.,17120
8507,19701,H.C.,12526
8508,19702,B.S.,14519
8509,19702,H.C.,1377
8510,19703,B.S.,769
8511,19703,H.C.,287
8512,19707,B.S.,13016
8513,19707,H.C.,4213
8514,19708,B.S.,108
8515,19709,B.S.,4812
8516,19709,H.C.,691
8517,19711,B.S.,27867
8518,19711,H.C.,6689
8519,19713,B.S.,8248
8520,19713,H.C.,2108
8521,19714,H.C.,150
8522,19715,B.S.,350
8523,19720,B.S.,9597
8524,19720,H.C.,2035
8525,19723,B.S.,157
8526,19730,B.S.,500
8527,19732,B.S.,631
8528,19732,H.C.,8400
8529,19734,B.S.,2720
8530,19734,H.C.,525
8531,19736,B.S.,550
8532,19801,B.S.,3732
8533,19801,H.C.,1575
8534,19802,B.S.,3824
8535,19802,H.C.,4650
8536,19803,B.S.,10785
8537,19803,H.C.,24610
8538,19804,B.S.,4018
8539,19804,H.C.,356
8540,19805,B.S.,8777
8541,19805,H.C.,3201
8542,19806,B.S.,9734
8543,19806,H.C.,14878
8544,19807,B.S.,10023
8545,19807,H.C.,24749
8546,19808,B.S.,4470
8547,19808,H.C.,7683
8548,19809,B.S.,3764
8549,19809,H.C.,4080
8550,19810,B.S.,6498
8551,19810,H.C.,5728
8552,19899,B.S.,500
8553,19901,B.S.,2045
8554,19901,H.C.,38
8555,19903,H.C.,57
8556,19904,B.S.,4915
8557,19904,H.C.,1420
8558,19930,B.S.,325
8559,19930,H.C.,2100
8560,19931,B.S.,70
8561,19933,B.S.,1842
8562,19934,B.S.,2432
8563,19934,H.C.,500
8564,19939,B.S.,202
8565,19940,B.S.,54
8566,19943,B.S.,1030
8567,19943,H.C.,150
8568,19945,B.S.,479
8569,19945,H.C.,700
8570,19946,B.S.,800
8571,19947,B.S.,4393
8572,19947,H.C.,745
8573,19952,B.S.,453
8574,19953,B.S.,27
8575,19956,B.S.,1090
8576,19958,B.S.,7990
8577,19958,H.C.,16172
8578,19962,B.S.,1364
8579,19962,H.C.,200
8580,19963,B.S.,5109
8581,19963,H.C.,429
8582,19964,B.S.,253
8583,19966,B.S.,2143
8584,19966,H.C.,1588
8585,19967,H.C.,250
8586,19968,B.S.,1880
8587,19968,H.C.,1079
8588,19970,B.S.,1339
8589,19970,H.C.,1311
8590,19971,B.S.,3912
8591,19971,H.C.,31184
8592,19973,B.S.,3001
8593,19973,H.C.,1805
8594,19975,B.S.,1459
8595,19975,H.C.,123
8596,19977,B.S.,2961
8597,20001,B.S.,53168
8598,20001,H.C.,370270
8599,20002,B.S.,64170
8600,20002,H.C.,289603
8601,20003,B.S.,72348
8602,20003,H.C.,316222
8603,20004,B.S.,2244
8604,20004,H.C.,96093
8605,20005,B.S.,88263
8606,20005,H.C.,215283
8607,20006,B.S.,4375
8608,20006,H.C.,69497
8609,20007,B.S.,115444
8610,20007,H.C.,883476
8611,20008,B.S.,134461
8612,20008,H.C.,1079441
8613,20009,B.S.,139648
8614,20009,H.C.,729209
8615,20010,B.S.,64758
8616,20010,H.C.,156498
8617,20011,B.S.,51155
8618,20011,H.C.,170917
8619,20012,B.S.,20320
8620,20012,H.C.,85601
8621,20013,B.S.,1250
8622,20013,H.C.,49
8623,20015,B.S.,43856
8624,20015,H.C.,509283
8625,20016,B.S.,103309
8626,20016,H.C.,1085233
8627,20017,B.S.,20603
8628,20017,H.C.,13812
8629,20018,B.S.,4847
8630,20018,H.C.,11737
8631,20019,B.S.,4302
8632,20019,H.C.,9538
8633,20020,B.S.,4190
8634,20020,H.C.,12693
8635,20024,B.S.,41318
8636,20024,H.C.,50378
8637,20026,B.S.,530
8638,20027,B.S.,2000
8639,20032,B.S.,1841
8640,20032,H.C.,2345
8641,20033,H.C.,1000
8642,20035,H.C.,5267
8643,20036,B.S.,28363
8644,20036,H.C.,187791
8645,20037,B.S.,25875
8646,20037,H.C.,236462
8647,20043,H.C.,2700
8648,20044,B.S.,188
8649,20052,H.C.,3200
8650,20057,B.S.,539
8651,20057,H.C.,15
8652,20075,H.C.,250
8653,20081,B.S.,156
8654,20090,B.S.,1661
8655,20105,B.S.,5186
8656,20105,H.C.,4695
8657,20106,B.S.,411
8658,20106,H.C.,7700
8659,20108,B.S.,900
8660,20109,B.S.,8242
8661,20109,H.C.,12500
8662,20110,B.S.,13020
8663,20110,H.C.,4395
8664,20111,B.S.,5396
8665,20111,H.C.,1800
8666,20112,B.S.,9461
8667,20112,H.C.,5936
8668,20115,B.S.,5168
8669,20115,H.C.,6250
8670,20116,B.S.,500
8671,20117,B.S.,1008
8672,20117,H.C.,5533
8673,20118,B.S.,2787
8674,20118,H.C.,5213
8675,20119,B.S.,448
8676,20119,H.C.,115
8677,20120,B.S.,8934
8678,20120,H.C.,13640
8679,20121,B.S.,4832
8680,20121,H.C.,13172
8681,20122,B.S.,80
8682,20122,H.C.,25
8683,20123,B.S.,30
8684,20124,B.S.,9695
8685,20124,H.C.,13974
8686,20129,H.C.,900
8687,20130,B.S.,60
8688,20132,B.S.,14413
8689,20132,H.C.,6602
8690,20134,H.C.,515
8691,20135,B.S.,3890
8692,20135,H.C.,105
8693,20136,B.S.,2556
8694,20136,H.C.,6865
8695,20137,B.S.,257
8696,20137,H.C.,5400
8697,20139,H.C.,150
8698,20140,H.C.,2700
8699,20141,B.S.,4226
8700,20141,H.C.,495
8701,20142,B.S.,77
8702,20142,H.C.,650
8703,20143,H.C.,2700
8704,20144,B.S.,963
8705,20144,H.C.,9900
8706,20147,B.S.,21833
8707,20147,H.C.,28200
8708,20148,B.S.,13443
8709,20148,H.C.,37509
8710,20150,B.S.,200
8711,20151,B.S.,6667
8712,20151,H.C.,15061
8713,20152,B.S.,4650
8714,20152,H.C.,24331
8715,20155,B.S.,8279
8716,20155,H.C.,2972
8717,20158,B.S.,2103
8718,20158,H.C.,300
8719,20160,H.C.,31
8720,20161,B.S.,13
8721,20164,B.S.,11262
8722,20164,H.C.,2707
8723,20165,B.S.,11621
8724,20165,H.C.,20805
8725,20166,B.S.,2938
8726,20166,H.C.,550
8727,20169,B.S.,17574
8728,20169,H.C.,3843
8729,20170,B.S.,24570
8730,20170,H.C.,15716
8731,20171,B.S.,36445
8732,20171,H.C.,24762
8733,20172,B.S.,108
8734,20175,B.S.,28870
8735,20175,H.C.,9851
8736,20176,B.S.,16992
8737,20176,H.C.,32276
8738,20177,B.S.,783
8739,20178,H.C.,5400
8740,20180,B.S.,4791
8741,20180,H.C.,1425
8742,20181,B.S.,504
8743,20181,H.C.,552
8744,20182,H.C.,4536
8745,20184,H.C.,380
8746,20185,B.S.,550
8747,20185,H.C.,5400
8748,20186,B.S.,10933
8749,20186,H.C.,5736
8750,20187,B.S.,5335
8751,20187,H.C.,4715
8752,20188,H.C.,440
8753,20189,B.S.,19893
8754,20189,H.C.,4375
8755,20190,B.S.,14501
8756,20190,H.C.,26479
8757,20191,B.S.,41506
8758,20191,H.C.,50219
8759,20194,B.S.,18562
8760,20194,H.C.,41212
8761,20197,B.S.,3037
8762,20197,H.C.,7600
8763,20198,B.S.,2657
8764,20198,H.C.,5525
8765,20220,H.C.,176
8766,20253,B.S.,150
8767,20412,B.S.,408
8768,20431,B.S.,500
8769,20459,B.S.,10
8770,20501,B.S.,183
8771,20527,H.C.,500
8772,20601,B.S.,12990
8773,20601,H.C.,2840
8774,20602,B.S.,2030
8775,20602,H.C.,1255
8776,20603,B.S.,1242
8777,20603,H.C.,4932
8778,20607,B.S.,3780
8779,20607,H.C.,1897
8780,20610,H.C.,122
8781,20613,B.S.,1354
8782,20613,H.C.,3150
8783,20616,B.S.,5531
8784,20617,H.C.,100
8785,20619,B.S.,6465
8786,20619,H.C.,1105
8787,20622,B.S.,221
8788,20625,B.S.,684
8789,20627,B.S.,50
8790,20628,B.S.,70
8791,20629,H.C.,25
8792,20630,B.S.,227
8793,20630,H.C.,200
8794,20634,B.S.,465
8795,20634,H.C.,1000
8796,20636,B.S.,1391
8797,20637,B.S.,2474
8798,20637,H.C.,2505
8799,20639,B.S.,2687
8800,20639,H.C.,5875
8801,20640,B.S.,110
8802,20640,H.C.,75
8803,20645,B.S.,179
8804,20645,H.C.,205
8805,20646,B.S.,2689
8806,20646,H.C.,3843
8807,20650,B.S.,1909
8808,20650,H.C.,1075
8809,20653,B.S.,2541
8810,20653,H.C.,2040
8811,20657,B.S.,5132
8812,20657,H.C.,900
8813,20659,B.S.,684
8814,20659,H.C.,3000
8815,20664,B.S.,150
8816,20664,H.C.,2703
8817,20670,B.S.,15
8818,20674,B.S.,196
8819,20675,H.C.,2700
8820,20676,B.S.,2440
8821,20676,H.C.,330
8822,20677,B.S.,190
8823,20677,H.C.,100
8824,20678,B.S.,555
8825,20678,H.C.,3322
8826,20680,B.S.,169
8827,20680,H.C.,500
8828,20685,B.S.,1400
8829,20685,H.C.,300
8830,20686,B.S.,27
8831,20686,H.C.,500
8832,20688,B.S.,4468
8833,20688,H.C.,1000
8834,20689,B.S.,50
8835,20689,H.C.,2500
8836,20692,B.S.,2217
8837,20693,B.S.,430
8838,20693,H.C.,25
8839,20695,B.S.,1440
8840,20695,H.C.,331
8841,20704,B.S.,100
8842,20705,B.S.,3030
8843,20705,H.C.,18718
8844,20706,B.S.,8121
8845,20706,H.C.,11163
8846,20707,B.S.,3234
8847,20707,H.C.,10589
8848,20708,B.S.,3961
8849,20708,H.C.,7425
8850,20709,H.C.,75
8851,20710,B.S.,847
8852,20710,H.C.,200
8853,20711,H.C.,5820
8854,20712,B.S.,3819
8855,20712,H.C.,4123
8856,20714,B.S.,3992
8857,20714,H.C.,6769
8858,20715,B.S.,10519
8859,20715,H.C.,3021
8860,20716,B.S.,3420
8861,20716,H.C.,5389
8862,20718,B.S.,915
8863,20720,B.S.,4416
8864,20720,H.C.,25086
8865,20721,B.S.,2506
8866,20721,H.C.,30537
8867,20722,B.S.,1249
8868,20722,H.C.,1635
8869,20723,B.S.,10997
8870,20723,H.C.,14261
8871,20724,B.S.,11740
8872,20724,H.C.,3214
8873,20732,B.S.,4167
8874,20732,H.C.,12950
8875,20733,B.S.,27
8876,20733,H.C.,1250
8877,20735,B.S.,2746
8878,20735,H.C.,4961
8879,20736,B.S.,3826
8880,20736,H.C.,2635
8881,20737,B.S.,10537
8882,20737,H.C.,506
8883,20740,B.S.,21654
8884,20740,H.C.,17715
8885,20742,B.S.,869
8886,20742,H.C.,44
8887,20743,B.S.,1788
8888,20743,H.C.,1210
8889,20744,B.S.,11044
8890,20744,H.C.,7710
8891,20745,B.S.,855
8892,20745,H.C.,13003
8893,20746,B.S.,1511
8894,20746,H.C.,1030
8895,20747,B.S.,1689
8896,20747,H.C.,700
8897,20748,B.S.,1392
8898,20748,H.C.,995
8899,20751,B.S.,1335
8900,20754,B.S.,8784
8901,20754,H.C.,3250
8902,20755,B.S.,3130
8903,20755,H.C.,151
8904,20758,H.C.,5400
8905,20759,B.S.,2216
8906,20759,H.C.,9028
8907,20764,B.S.,1943
8908,20764,H.C.,3160
8909,20765,B.S.,1654
8910,20769,B.S.,4710
8911,20769,H.C.,4421
8912,20770,B.S.,29103
8913,20770,H.C.,4016
8914,20772,B.S.,7059
8915,20772,H.C.,24690
8916,20774,B.S.,311
8917,20774,H.C.,6551
8918,20775,B.S.,400
8919,20776,B.S.,100
8920,20776,H.C.,250
8921,20777,B.S.,15745
8922,20777,H.C.,1617
8923,20778,B.S.,3
8924,20778,H.C.,2550
8925,20779,B.S.,1813
8926,20779,H.C.,1330
8927,20781,B.S.,12022
8928,20781,H.C.,4517
8929,20782,B.S.,11072
8930,20782,H.C.,14540
8931,20783,B.S.,6736
8932,20783,H.C.,5775
8933,20784,B.S.,378
8934,20784,H.C.,2984
8935,20785,B.S.,18224
8936,20785,H.C.,14691
8937,20787,B.S.,200
8938,20791,H.C.,250
8939,20794,B.S.,2943
8940,20794,H.C.,2841
8941,20801,B.S.,1000
8942,20803,H.C.,19
8943,20812,B.S.,50
8944,20812,H.C.,7900
8945,20813,H.C.,1000
8946,20814,B.S.,95848
8947,20814,H.C.,358828
8948,20815,B.S.,90943
8949,20815,H.C.,1025458
8950,20816,B.S.,64894
8951,20816,H.C.,386579
8952,20817,B.S.,87366
8953,20817,H.C.,602761
8954,20818,B.S.,16871
8955,20818,H.C.,32621
8956,20825,B.S.,2000
8957,20827,B.S.,250
8958,20830,H.C.,1000
8959,20832,B.S.,12948
8960,20832,H.C.,10105
8961,20833,B.S.,9374
8962,20833,H.C.,7935
8963,20837,B.S.,3503
8964,20837,H.C.,5132
8965,20838,H.C.,10650
8966,20839,B.S.,385
8967,20841,B.S.,2380
8968,20841,H.C.,6587
8969,20842,B.S.,3515
8970,20842,H.C.,7828
8971,20849,B.S.,1400
8972,20850,B.S.,72201
8973,20850,H.C.,84319
8974,20851,B.S.,13073
8975,20851,H.C.,880
8976,20852,B.S.,47195
8977,20852,H.C.,88798
8978,20853,B.S.,37160
8979,20853,H.C.,22014
8980,20854,B.S.,79564
8981,20854,H.C.,592521
8982,20855,B.S.,23749
8983,20855,H.C.,6770
8984,20859,H.C.,8100
8985,20860,B.S.,7207
8986,20860,H.C.,5900
8987,20861,B.S.,7202
8988,20861,H.C.,1300
8989,20862,B.S.,365
8990,20862,H.C.,4950
8991,20866,B.S.,1415
8992,20866,H.C.,7275
8993,20868,B.S.,88
8994,20871,B.S.,6621
8995,20871,H.C.,4928
8996,20872,B.S.,3764
8997,20872,H.C.,868
8998,20874,B.S.,25128
8999,20874,H.C.,31007
9000,20875,B.S.,54
9001,20876,B.S.,11599
9002,20876,H.C.,15267
9003,20877,B.S.,19683
9004,20877,H.C.,7255
9005,20878,B.S.,42281
9006,20878,H.C.,60092
9007,20879,B.S.,9648
9008,20879,H.C.,5155
9009,20880,B.S.,3249
9010,20882,B.S.,23959
9011,20882,H.C.,7703
9012,20883,B.S.,6747
9013,20884,H.C.,1000
9014,20886,B.S.,13113
9015,20886,H.C.,16058
9016,20895,B.S.,27367
9017,20895,H.C.,42316
9018,20896,B.S.,4913
9019,20896,H.C.,11069
9020,20901,B.S.,43452
9021,20901,H.C.,31078
9022,20902,B.S.,56055
9023,20902,H.C.,26331
9024,20903,B.S.,19493
9025,20903,H.C.,4727
9026,20904,B.S.,49262
9027,20904,H.C.,34803
9028,20905,B.S.,17461
9029,20905,H.C.,23355
9030,20906,B.S.,36774
9031,20906,H.C.,34868
9032,20907,B.S.,428
9033,20907,H.C.,1000
9034,20910,B.S.,124914
9035,20910,H.C.,138101
9036,20912,B.S.,71886
9037,20912,H.C.,70887
9038,20913,B.S.,50
9039,20915,B.S.,2500
9040,20932,B.S.,170
9041,21001,B.S.,817
9042,21001,H.C.,1043
9043,21009,B.S.,3753
9044,21009,H.C.,600
9045,21012,B.S.,7227
9046,21012,H.C.,10632
9047,21013,B.S.,1638
9048,21013,H.C.,25
9049,21014,B.S.,8640
9050,21014,H.C.,4682
9051,21015,B.S.,7335
9052,21015,H.C.,2937
9053,21017,B.S.,2250
9054,21020,H.C.,78
9055,21022,B.S.,7746
9056,21022,H.C.,8100
9057,21023,B.S.,2295
9058,21023,H.C.,1250
9059,21028,B.S.,683
9060,21028,H.C.,1300
9061,21029,B.S.,10250
9062,21029,H.C.,28923
9063,21030,B.S.,8986
9064,21030,H.C.,22287
9065,21032,B.S.,6121
9066,21032,H.C.,6033
9067,21034,H.C.,150
9068,21035,B.S.,10324
9069,21035,H.C.,9771
9070,21036,B.S.,3600
9071,21036,H.C.,932
9072,21037,B.S.,5213
9073,21037,H.C.,21051
9074,21040,B.S.,305
9075,21040,H.C.,3800
9076,21041,B.S.,1050
9077,21041,H.C.,750
9078,21042,B.S.,41555
9079,21042,H.C.,22353
9080,21043,B.S.,14896
9081,21043,H.C.,10756
9082,21044,B.S.,40609
9083,21044,H.C.,41634
9084,21045,B.S.,27447
9085,21045,H.C.,6762
9086,21046,B.S.,22625
9087,21046,H.C.,6013
9088,21047,B.S.,4249
9089,21047,H.C.,500
9090,21048,B.S.,1120
9091,21048,H.C.,3094
9092,21050,B.S.,216
9093,21050,H.C.,2750
9094,21051,H.C.,2700
9095,21053,B.S.,257
9096,21054,B.S.,4055
9097,21054,H.C.,2675
9098,21057,H.C.,3275
9099,21060,B.S.,8389
9100,21060,H.C.,3540
9101,21061,B.S.,20990
9102,21061,H.C.,2226
9103,21071,B.S.,25
9104,21071,H.C.,2700
9105,21074,B.S.,3981
9106,21074,H.C.,73
9107,21075,B.S.,9490
9108,21075,H.C.,2780
9109,21076,B.S.,12173
9110,21076,H.C.,11419
9111,21078,B.S.,6788
9112,21078,H.C.,944
9113,21082,B.S.,515
9114,21084,B.S.,4429
9115,21084,H.C.,1299
9116,21085,B.S.,10976
9117,21085,H.C.,558
9118,21087,B.S.,166
9119,21087,H.C.,388
9120,21090,B.S.,3413
9121,21090,H.C.,1000
9122,21093,B.S.,29551
9123,21093,H.C.,26838
9124,21102,B.S.,2619
9125,21102,H.C.,2725
9126,21104,B.S.,2300
9127,21104,H.C.,3113
9128,21106,B.S.,50
9129,21108,B.S.,8058
9130,21108,H.C.,12134
9131,21109,B.S.,2369
9132,21111,B.S.,7719
9133,21111,H.C.,500
9134,21113,B.S.,7603
9135,21113,H.C.,10825
9136,21114,B.S.,7659
9137,21114,H.C.,5681
9138,21117,B.S.,22420
9139,21117,H.C.,84024
9140,21120,B.S.,2992
9141,21120,H.C.,270
9142,21122,B.S.,11380
9143,21122,H.C.,3624
9144,21128,B.S.,5344
9145,21128,H.C.,278
9146,21131,B.S.,2853
9147,21131,H.C.,9442
9148,21132,H.C.,350
9149,21133,B.S.,642
9150,21133,H.C.,2168
9151,21136,B.S.,15278
9152,21136,H.C.,10040
9153,21139,B.S.,1511
9154,21140,B.S.,1805
9155,21140,H.C.,4473
9156,21144,B.S.,6730
9157,21144,H.C.,3342
9158,21146,B.S.,29794
9159,21146,H.C.,24285
9160,21150,B.S.,1360
9161,21152,B.S.,1824
9162,21152,H.C.,3750
9163,21153,B.S.,1641
9164,21153,H.C.,747
9165,21155,B.S.,2562
9166,21157,B.S.,15578
9167,21157,H.C.,643
9168,21158,B.S.,15100
9169,21158,H.C.,280
9170,21160,B.S.,427
9171,21161,B.S.,14848
9172,21163,B.S.,2239
9173,21163,H.C.,441
9174,21200,B.S.,522
9175,21201,B.S.,19235
9176,21201,H.C.,12025
9177,21202,B.S.,25775
9178,21202,H.C.,17548
9179,21203,B.S.,250
9180,21204,B.S.,17520
9181,21204,H.C.,20417
9182,21205,B.S.,40
9183,21205,H.C.,188
9184,21206,B.S.,12799
9185,21206,H.C.,6714
9186,21207,B.S.,10130
9187,21207,H.C.,1254
9188,21208,B.S.,49937
9189,21208,H.C.,55120
9190,21209,B.S.,28799
9191,21209,H.C.,39106
9192,21210,B.S.,41085
9193,21210,H.C.,58761
9194,21211,B.S.,34459
9195,21211,H.C.,9725
9196,21212,B.S.,32715
9197,21212,H.C.,54790
9198,21213,B.S.,2681
9199,21213,H.C.,700
9200,21214,B.S.,17709
9201,21214,H.C.,3884
9202,21215,B.S.,2989
9203,21215,H.C.,2071
9204,21216,B.S.,886
9205,21216,H.C.,453
9206,21217,B.S.,16387
9207,21217,H.C.,7616
9208,21218,B.S.,52775
9209,21218,H.C.,52688
9210,21219,B.S.,422
9211,21220,B.S.,812
9212,21220,H.C.,2936
9213,21221,B.S.,2680
9214,21221,H.C.,173
9215,21222,B.S.,10465
9216,21222,H.C.,444
9217,21223,B.S.,2273
9218,21223,H.C.,2950
9219,21224,B.S.,25743
9220,21224,H.C.,8163
9221,21225,B.S.,2183
9222,21225,H.C.,5
9223,21226,B.S.,200
9224,21227,B.S.,4888
9225,21227,H.C.,317
9226,21228,B.S.,34493
9227,21228,H.C.,9474
9228,21229,B.S.,9839
9229,21229,H.C.,1606
9230,21230,B.S.,31569
9231,21230,H.C.,30487
9232,21231,B.S.,20310
9233,21231,H.C.,12091
9234,21234,B.S.,25764
9235,21234,H.C.,2081
9236,21236,B.S.,6372
9237,21236,H.C.,2798
9238,21237,B.S.,7072
9239,21237,H.C.,1149
9240,21239,B.S.,5838
9241,21239,H.C.,5
9242,21244,B.S.,1745
9243,21244,H.C.,8102
9244,21259,B.S.,205
9245,21282,B.S.,200
9246,21284,B.S.,1200
9247,21286,B.S.,17054
9248,21286,H.C.,8678
9249,21287,B.S.,1000
9250,21331,B.S.,354
9251,21401,B.S.,24623
9252,21401,H.C.,53581
9253,21403,B.S.,32345
9254,21403,H.C.,65381
9255,21405,B.S.,1986
9256,21405,H.C.,2850
9257,21409,B.S.,10120
9258,21409,H.C.,12381
9259,21472,B.S.,52
9260,21501,B.S.,277
9261,21502,B.S.,5907
9262,21502,H.C.,200
9263,21503,B.S.,298
9264,21520,B.S.,750
9265,21530,B.S.,10415
9266,21530,H.C.,3700
9267,21531,B.S.,112
9268,21532,B.S.,4709
9269,21539,H.C.,75
9270,21541,B.S.,488
9271,21547,B.S.,15
9272,21550,B.S.,736
9273,21550,H.C.,180
9274,21561,B.S.,689
9275,21561,H.C.,564
9276,21562,B.S.,40
9277,21601,B.S.,18822
9278,21601,H.C.,10445
9279,21612,H.C.,175
9280,21613,B.S.,3375
9281,21613,H.C.,968
9282,21617,B.S.,2260
9283,21617,H.C.,180
9284,21619,B.S.,7956
9285,21619,H.C.,650
9286,21620,B.S.,4642
9287,21620,H.C.,4666
9288,21623,H.C.,1000
9289,21624,B.S.,412
9290,21625,B.S.,511
9291,21629,B.S.,1091
9292,21629,H.C.,250
9293,21631,B.S.,210
9294,21635,B.S.,172
9295,21635,H.C.,118
9296,21638,B.S.,5201
9297,21638,H.C.,2392
9298,21639,B.S.,427
9299,21639,H.C.,25
9300,21643,B.S.,380
9301,21643,H.C.,255
9302,21645,H.C.,112
9303,21649,B.S.,486
9304,21650,H.C.,56
9305,21651,B.S.,150
9306,21654,B.S.,1030
9307,21654,H.C.,1625
9308,21655,B.S.,341
9309,21655,H.C.,25
9310,21658,B.S.,1400
9311,21658,H.C.,5724
9312,21660,B.S.,675
9313,21660,H.C.,105
9314,21661,B.S.,215
9315,21662,B.S.,1511
9316,21662,H.C.,2625
9317,21663,B.S.,22894
9318,21663,H.C.,8056
9319,21666,B.S.,6704
9320,21666,H.C.,4880
9321,21667,B.S.,127
9322,21669,B.S.,50
9323,21671,B.S.,1743
9324,21673,B.S.,1352
9325,21678,H.C.,2700
9326,21701,B.S.,26635
9327,21701,H.C.,7051
9328,21702,B.S.,51027
9329,21702,H.C.,8522
9330,21703,B.S.,5093
9331,21703,H.C.,3249
9332,21704,B.S.,6685
9333,21704,H.C.,5269
9334,21705,B.S.,150
9335,21705,H.C.,21
9336,21710,B.S.,1669
9337,21710,H.C.,533
9338,21713,B.S.,6405
9339,21713,H.C.,693
9340,21714,B.S.,750
9341,21714,H.C.,110
9342,21716,B.S.,1469
9343,21716,H.C.,100
9344,21718,B.S.,753
9345,21719,B.S.,35
9346,21720,B.S.,165
9347,21722,B.S.,939
9348,21722,H.C.,75
9349,21723,B.S.,2247
9350,21727,B.S.,215
9351,21730,B.S.,550
9352,21734,B.S.,500
9353,21737,B.S.,2500
9354,21737,H.C.,1055
9355,21738,B.S.,531
9356,21738,H.C.,2700
9357,21740,B.S.,11165
9358,21740,H.C.,1239
9359,21742,B.S.,16258
9360,21742,H.C.,4345
9361,21750,H.C.,12
9362,21754,B.S.,17132
9363,21754,H.C.,275
9364,21755,B.S.,1716
9365,21756,B.S.,5771
9366,21756,H.C.,3803
9367,21758,B.S.,2344
9368,21758,H.C.,500
9369,21765,B.S.,300
9370,21769,B.S.,8803
9371,21769,H.C.,110
9372,21770,B.S.,3215
9373,21770,H.C.,2898
9374,21771,B.S.,11916
9375,21771,H.C.,5011
9376,21773,B.S.,1340
9377,21774,B.S.,7068
9378,21774,H.C.,3253
9379,21776,B.S.,5819
9380,21776,H.C.,1000
9381,21777,B.S.,471
9382,21779,B.S.,54
9383,21780,H.C.,300
9384,21782,B.S.,1361
9385,21782,H.C.,100
9386,21783,B.S.,499
9387,21784,B.S.,10362
9388,21784,H.C.,5865
9389,21787,B.S.,303
9390,21787,H.C.,25
9391,21788,B.S.,4901
9392,21788,H.C.,200
9393,21791,B.S.,3312
9394,21791,H.C.,155
9395,21793,B.S.,1096
9396,21793,H.C.,73
9397,21794,B.S.,6712
9398,21794,H.C.,2975
9399,21795,B.S.,6186
9400,21795,H.C.,537
9401,21797,B.S.,4246
9402,21797,H.C.,9430
9403,21798,B.S.,462
9404,21798,H.C.,1300
9405,21801,B.S.,6508
9406,21801,H.C.,3725
9407,21804,B.S.,8863
9408,21804,H.C.,327
9409,21811,B.S.,10439
9410,21811,H.C.,1803
9411,21817,B.S.,180
9412,21826,B.S.,577
9413,21826,H.C.,38
9414,21830,B.S.,434
9415,21837,B.S.,967
9416,21837,H.C.,2700
9417,21838,B.S.,100
9418,21841,B.S.,112
9419,21842,B.S.,1686
9420,21842,H.C.,3819
9421,21843,B.S.,500
9422,21843,H.C.,270
9423,21849,H.C.,393
9424,21851,B.S.,309
9425,21853,B.S.,235
9426,21856,B.S.,473
9427,21863,B.S.,295
9428,21864,H.C.,325
9429,21875,H.C.,500
9430,21894,B.S.,500
9431,21901,B.S.,3607
9432,21901,H.C.,26
9433,21902,B.S.,148
9434,21903,B.S.,911
9435,21903,H.C.,31
9436,21904,H.C.,350
9437,21911,B.S.,300
9438,21912,B.S.,2551
9439,21913,B.S.,391
9440,21913,H.C.,60
9441,21915,B.S.,198
9442,21917,B.S.,569
9443,21919,B.S.,475
9444,21919,H.C.,34
9445,21921,B.S.,5458
9446,21921,H.C.,1145
9447,22003,B.S.,36351
9448,22003,H.C.,47485
9449,22015,B.S.,31369
9450,22015,H.C.,25869
9451,22025,B.S.,4709
9452,22025,H.C.,3360
9453,22026,B.S.,1999
9454,22026,H.C.,700
9455,22027,B.S.,2078
9456,22027,H.C.,12100
9457,22030,B.S.,36384
9458,22030,H.C.,52374
9459,22031,B.S.,26787
9460,22031,H.C.,39545
9461,22032,B.S.,8586
9462,22032,H.C.,12128
9463,22033,B.S.,19736
9464,22033,H.C.,13798
9465,22038,H.C.,467
9466,22039,B.S.,12263
9467,22039,H.C.,43639
9468,22040,B.S.,50
9469,22041,B.S.,8188
9470,22041,H.C.,50536
9471,22042,B.S.,43395
9472,22042,H.C.,22101
9473,22043,B.S.,48833
9474,22043,H.C.,40669
9475,22044,B.S.,12838
9476,22044,H.C.,30439
9477,22046,B.S.,26837
9478,22046,H.C.,65076
9479,22060,H.C.,2511
9480,22066,B.S.,34813
9481,22066,H.C.,119332
9482,22079,B.S.,9796
9483,22079,H.C.,12499
9484,22101,B.S.,91964
9485,22101,H.C.,416208
9486,22102,B.S.,16398
9487,22102,H.C.,249969
9488,22103,B.S.,500
9489,22106,B.S.,832
9490,22106,H.C.,9850
9491,22116,H.C.,500
9492,22124,B.S.,16655
9493,22124,H.C.,39295
